culture::c_culture_code,culture::c_name,culture::c_region,culture::c_subsistence_type,culture::c_subsistence_code,culture::c_cultural_complexity,cs_code_demo_sex,cs_code_hooper_coop.activities,cs_code_hooper_group.size,cs_code_hooper_payoff,cs_code_hooper_performance,cs_code_hooper_sanction.freeriders,cs_code_text_type,cs_textrec_ID,cs_ID
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,183,10173
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,case,184,10174
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,case,185,10175
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,case,186,10176
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,case,187,10177
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,188,10178
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,,189,10179
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,1,1,-1,cultural model,189,10181
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,190,10182
MP05,Amhara,Africa,intensive agriculturalists,5,42,unkown,-1,-1,-1,-1,-1,cultural model,191,10183
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,192,10184
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,both,193,10185
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,case,194,10186
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,195,10187
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,case,196,10188
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,197,10190
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,198,10191
MP05,Amhara,Africa,intensive agriculturalists,5,42,unkown,-1,-1,-1,-1,-1,cultural model,199,10192
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,200,10193
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,,201,10194
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,1,-1,cultural model,202,10195
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,203,10196
MP05,Amhara,Africa,intensive agriculturalists,5,42,male,-1,-1,-1,-1,-1,cultural model,204,10197
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,no coding,205,10198
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,206,10199
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,207,10200
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,208,10201
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,209,10202
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,210,10203
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,211,10204
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,212,10205
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,214,11184
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,no coding,215,10207
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,216,10208
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,217,10209
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,218,10210
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,219,10211
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,no coding,220,10212
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,both,221,10213
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,no coding,222,10214
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,223,10215
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,cultural model,224,10216
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,case,226,10219
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,case,227,10220
FL12,Maasai,Africa,pastoralists,3,19,male,-1,-1,-1,-1,-1,case,228,10221
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,230,10222
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,231,10223
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,232,10224
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,233,10225
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,234,10226
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,235,10227
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,236,10228
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,237,10229
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,238,10230
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,239,10231
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,no coding,240,10232
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,241,10233
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,242,10234
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,243,10235
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,244,10236
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,245,10237
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,246,10238
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,247,10239
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,248,10240
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,249,10241
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,250,10242
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,251,10243
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,252,10244
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,253,10245
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,254,10246
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,255,10247
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,1,-1,-1,case,256,10248
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,257,10249
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,258,10250
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,259,10251
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,260,10252
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,261,10253
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,262,10254
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,263,10255
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,264,11185
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,265,11186
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,266,11187
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,267,11188
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,268,11189
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,269,11190
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,270,11191
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,271,11192
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,272,11193
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,273,11194
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,274,11195
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,275,11196
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,276,11197
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,277,11198
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,278,11199
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,no coding,279,11200
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,280,11201
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,case,281,11202
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,282,11203
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,283,11204
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,no coding,284,11205
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,case,285,11206
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,case,286,10256
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,287,10257
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,288,10258
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,289,10259
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,290,10260
FK07,Ganda,Africa,intensive agriculturalists,5,37,male,-1,-1,-1,-1,-1,cultural model,291,10261
FK07,Ganda,Africa,intensive agriculturalists,5,37,unkown,-1,-1,-1,-1,-1,cultural model,292,10262
