c_name,,cs_ID,cs_textrec_ID,cs_code_text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,cs_code_demo_sex,cs_code_dom_aggression,cs_code_dom_assert.autonomy,cs_code_dom_avoid.dom,cs_code_dom_fear,cs_code_dom_fighting,cs_code_dom_personality,cs_code_dom_reputation,cs_code_dom_strong,cs_code_neel_better.mates,cs_code_neel_big.family,cs_code_neel_intelligence,cs_code_neel_polygynous,cs_code_prestige_counsel,cs_code_prestige_emulated,cs_code_prestige_expertise,cs_code_prestige_family,cs_code_prestige_followers.expect.success,cs_code_prestige_likable,cs_code_pretige_respected,cs_code_vanvugt_coordinating,cs_code_vanvugt_strategic,dom_for,dom_against,dom_none,prestige_for,prestige_against,prestige_none,neel_for,neel_against,neel_none,dom_total,prestige_total,neel_total,dom_totals,prest_totals,,c_name,dom total count = 1,dom total count = -1,prest total count =1,prest total count =-1,,neel total count =1,neel total count =-1,dom_culture_score,prest_culture_score,neel_culture_score,vvstrat_culture_score,vvcoord_culture_score
Akan,499,10441,472,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Dogon,3,1,5,0,Dogon,2,0,0.022727273,0.064935065,0.045454545,0.272727273,0.181818182
Akan,500,10442,473,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Eastern Toraja,1,3,11,0,Eastern Toraja,4,0,-0.01,0.062857143,0.04,0.52,0.24
Akan,501,10446,477,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Ganda,11,1,15,7,Ganda,20,0,0.010080645,0.00921659,0.040322581,0.161290323,0.056451613
Akan,502,10447,478,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,Garo,2,1,1,0,Garo,0,0,0.03125,0.035714286,0,0,0
Akan,503,10448,479,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,7,0,1,6,0,0,4,1,1,0,1,-1,,Guarani,4,1,3,0,Guarani,5,0,0.03125,0.035714286,0.104166667,0.5,0
Akan,504,10449,480,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Hausa,8,0,6,0,Hausa,2,0,0.037037037,0.031746032,0.018518519,0.185185185,0.185185185
Akan,505,10450,481,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,both,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Highland Scots,1,0,1,3,Highland Scots,2,0,0.005208333,-0.011904762,0.020833333,0.083333333,0.083333333
Akan,506,10451,482,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Hopi,0,2,2,0,Hopi,0,0,-0.019230769,0.021978022,0,0.076923077,0.153846154
Akan,507,10452,483,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Iban,2,4,16,0,Iban,1,0,-0.005813953,0.053156146,0.005813953,0.23255814,0.046511628
Akan,508,10453,484,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Ifugao,0,0,1,0,Ifugao,0,0,0,0.035714286,0,0,0
Akan,509,10454,485,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Iroquois,1,1,8,2,Iroquois,5,0,0,0.095238095,0.138888889,0.888888889,0
Akan,510,10455,486,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Kanuri,1,0,5,0,Kanuri,1,0,0.008333333,0.047619048,0.016666667,0.266666667,0.266666667
Akan,511,10456,487,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,unkown,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,7,1,0,6,1,0,3,1,1,1,-1,1,,Kapauku,1,4,2,0,Kapauku,0,0,-0.03125,0.023809524,0,0.25,0.083333333
Akan,512,10457,488,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Khasi,0,1,1,0,Khasi,0,0,-0.041666667,0.047619048,0,0,0
Akan,513,10458,489,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Klamath,0,0,1,0,Klamath,2,0,0,0.014285714,0.05,0,0
Akan,514,10459,490,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Kogi,0,0,0,0,Kogi,1,0,0,0,0.0625,0.25,0.25
Akan,515,10460,491,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Korea,3,1,17,2,Korea,7,0,0.010416667,0.089285714,0.072916667,0.375,0.125
Akan,516,10461,492,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Kuna,3,5,19,0,Kuna,13,0,-0.00462963,0.05026455,0.060185185,0.277777778,0.074074074
Akan,517,10462,493,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,8,0,1,6,0,0,4,0,1,0,0,-1,,Kurds,0,0,6,0,Kurds,1,1,0,0.045112782,0,0.263157895,0.157894737
Akan,518,10463,494,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Lau fijians,3,0,0,1,Lau fijians,3,0,0.0375,-0.014285714,0.075,0.2,0.3
Akan,519,10464,495,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,8,0,1,6,0,0,4,0,1,0,0,-1,,Libyan Bedouin,1,0,3,0,Libyan Bedouin,0,0,0.008928571,0.030612245,0,0.214285714,0.142857143
Akan,520,10465,496,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Lozi,2,1,1,1,Lozi,3,0,0.005681818,0,0.034090909,0.227272727,0.181818182
Akan,521,10466,497,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8,2,0,5,0,0,4,0,2,0,0,2,,Maasai,6,0,6,1,Maasai,2,0,0.034090909,0.032467532,0.022727273,0.090909091,0.045454545
Akan,522,10467,498,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Mataco,0,2,1,0,Mataco,5,0,-0.019230769,0.010989011,0.096153846,0.230769231,0
Akan,523,10468,499,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Mbuti,0,1,5,1,Mbuti,1,0,-0.006578947,0.030075188,0.013157895,0.157894737,0
Akan,524,10469,500,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Ojibwa,4,2,18,0,Ojibwa,9,0,0.006756757,0.069498069,0.060810811,0.351351351,0.081081081
Akan,525,10470,501,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,8,2,0,5,0,0,4,0,2,0,0,2,,Ona,0,2,6,0,Ona,0,0,-0.083333333,0.285714286,0,0.666666667,0.333333333
Akan,526,10471,502,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,male,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8,1,0,6,1,0,3,0,1,1,0,1,,Pawnee,0,5,2,0,Pawnee,3,0,-0.052083333,0.023809524,0.0625,0.416666667,0.333333333
Akan,1173,11207,462,cultural model,FE12,Akan,Africa,Western Africa,horticulturalists,4,7,-1.5,34,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Saami,4,5,6,0,Saami,1,0,-0.00462963,0.031746032,0.009259259,0.222222222,0.222222222
Amhara,9,10185,193,both,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,Santal,0,2,4,0,Santal,0,0,-0.025,0.057142857,0,0.1,0.2
Amhara,78,10160,170,case,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Saramaka,0,0,0,0,Saramaka,0,0,0,0,0,0,0
Amhara,79,10174,184,case,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,Serbs,1,1,4,0,Serbs,1,0,0,0.057142857,0.025,0.3,0.1
Amhara,80,10175,185,case,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,Shluh,0,0,0,0,Shluh,1,0,0,0,0.125,0,0
Amhara,81,10176,186,case,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,7,0,0,4,1,0,0,1,0,,Sinhalese,0,0,3,0,Sinhalese,0,0,0,0.071428571,0,0.333333333,0.166666667
Amhara,82,10177,187,case,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Somali,1,0,11,0,Somali,1,0,0.005952381,0.074829932,0.011904762,0.428571429,0
Amhara,83,10186,194,case,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Taiwain Hoiken,1,1,15,1,Taiwain Hoiken,6,1,0,0.125,0.078125,0.4375,0.125
Amhara,84,10188,196,case,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Tarahumara,3,1,6,0,Tarahumara,0,0,0.020833333,0.071428571,0,0.166666667,0
Amhara,272,10155,165,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Tikopia,6,0,4,0,Tikopia,1,0,0.034090909,0.025974026,0.011363636,0.318181818,0.090909091
Amhara,273,10156,166,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Tiv,3,1,7,1,Tiv,3,0,0.017857143,0.06122449,0.053571429,0.428571429,0
Amhara,274,10157,167,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Tilingit,1,4,17,0,Tilingit,7,0,-0.01171875,0.075892857,0.0546875,0.5,0.09375
Amhara,275,10158,168,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Trobriands,7,0,3,0,Trobriands,10,0,0.036458333,0.017857143,0.104166667,0.125,0.166666667
Amhara,276,10159,169,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,Tukano,4,2,6,1,Tukano,9,0,0.008333333,0.023809524,0.075,0.4,0.066666667
Amhara,277,10161,171,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,1,0,6,0,0,4,1,1,0,1,1,,Tzetal,4,0,4,0,Tzetal,0,0,0.071428571,0.081632653,0,0.142857143,0.142857143
Amhara,278,10162,172,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Wolof,1,0,0,0,Wolof,0,0,0.020833333,0,0,0,0
Amhara,279,10163,173,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Yakut,0,0,0,0,Yakut,0,0,0,0,0,0,0
Amhara,280,10164,174,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,Yanoama,4,1,6,0,Yanoama,2,0,0.026785714,0.06122449,0.035714286,0.285714286,0.142857143
Amhara,281,10165,175,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,282,10166,176,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,283,10167,177,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,284,10168,178,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,285,10169,179,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,286,10170,180,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,287,10171,181,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,288,10172,182,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,7,0,0,4,1,0,0,1,0,,,,,,,,,,,,,,
Amhara,289,10173,183,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Amhara,290,10178,188,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,291,10179,189,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,292,10181,189,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,293,10182,190,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,7,0,0,4,1,0,0,1,0,,,,,,,,,,,,,,
Amhara,294,10183,191,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,unkown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,6,0,0,4,0,1,0,0,1,,,,,,,,,,,,,,
Amhara,295,10184,192,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,296,10187,195,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,297,10190,197,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
Amhara,298,10191,198,cultural model,MP05,Amhara,Africa,Eastern Africa,intensive agriculturalists,5,10.5,38,42,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,
